Name,Name of Module,Description of Module,Description of Type,Size,Activity dates,Duration
5354SUIS6Y/H/P5/02,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,19/04/16,8
5354SUIS6Y/H/P5/02,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,26/04/16,8
5354SUIS6Y/H/P5/02,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,10/05/16,8
5354SUIS6Y/H/P5/02,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,17/05/16,8
5354SUIS6Y/HerT/P7/01,5354SUIS6Y,Surface and Interface Science,Hertentamen,3,12/07/16,13
5354SUPE6Y/H/P2/01,5354SUPE6Y,Superconductivity,Hoorcollege,16,26/10/15,2/11/15,9/11/15,16/11/15,23/11/15,30/11/15,7/12/15,16
5354SUPE6Y/H/P2/02,5354SUPE6Y,Superconductivity,Hoorcollege,16,29/10/15,5/11/15,12/11/15,19/11/15,26/11/15,3/12/15,10/12/15,16
5354SUPE6Y/Tent/P2/01,5354SUPE6Y,Superconductivity,Tentamen,16,17/12/15,13
FNWI_ESC_Vakantiedagen/Vakantie/P3/01,FNWI_ESC_Vakantiedagen,,Vakantie,0,21/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/02,FNWI_ESC_Vakantiedagen,,Vakantie,0,22/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/03,FNWI_ESC_Vakantiedagen,,Vakantie,0,23/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/04,FNWI_ESC_Vakantiedagen,,Vakantie,0,24/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/05,FNWI_ESC_Vakantiedagen,,Vakantie,0,25/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/06,FNWI_ESC_Vakantiedagen,,Vakantie,0,28/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/07,FNWI_ESC_Vakantiedagen,,Vakantie,0,29/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/08,FNWI_ESC_Vakantiedagen,,Vakantie,0,30/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/09,FNWI_ESC_Vakantiedagen,,Vakantie,0,31/12/15,40
FNWI_ESC_Vakantiedagen/Vakantie/P3/10,FNWI_ESC_Vakantiedagen,,Vakantie,0,01/01/16,40
FNWI_ESC_Vakantiedagen/Vakantie/P4/11,FNWI_ESC_Vakantiedagen,,Vakantie,0,25/03/16,40
FNWI_ESC_Vakantiedagen/Vakantie/P5/12,FNWI_ESC_Vakantiedagen,,Vakantie,0,28/03/16,40
FNWI_ESC_Vakantiedagen/Vakantie/P5/13,FNWI_ESC_Vakantiedagen,,Vakantie,0,27/04/16,40
FNWI_ESC_Vakantiedagen/Vakantie/P5/15,FNWI_ESC_Vakantiedagen,,Vakantie,0,05/05/16,40
FNWI_ESC_Vakantiedagen/Vakantie/P5/16,FNWI_ESC_Vakantiedagen,,Vakantie,0,16/05/16,40
FNWI_ESC_Vakantiedagen/Vakantie/P5/17,FNWI_ESC_Vakantiedagen,,Vakantie,0,06/05/16,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P1/01,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,2/9/15,9/9/15,16/9/15,23/9/15,30/9/15,7/10/15,14/10/15,21/10/15,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P1/02,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,4/9/15,11/9/15,18/9/15,25/9/15,2/10/15,9/10/15,16/10/15,23/10/15,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P2/01,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,28/10/15,4/11/15,11/11/15,18/11/15,25/11/15,2/12/15,9/12/15,16/12/15,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P2/02,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,30/10/15,6/11/15,13/11/15,20/11/15,27/11/15,4/12/15,11/12/15,18/12/15,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P3/01,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,6/1/16,13/1/16,20/1/16,27/1/16,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P3/02,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,8/1/16,15/1/16,22/1/16,29/1/16,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P4/01,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,3/2/16,10/2/16,17/2/16,24/2/16,2/3/16,9/3/16,16/3/16,23/3/16,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P4/02,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,5/2/16,12/2/16,19/2/16,26/2/16,4/3/16,11/3/16,18/3/16,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P5/01,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,30/3/16,6/4/16,13/4/16,20/4/16,4/5/16,11/5/16,18/5/16,25/5/16,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P5/02,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,1/4/16,8/4/16,15/4/16,22/4/16,29/4/16,13/5/16,20/5/16,27/5/16,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P6/01,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,1/6/16,8/6/16,15/6/16,22/6/16,40
FNWI_MScPH_VUBLOKKADE/AdhocBlok/P6/02,FNWI_MScPH_VUBLOKKADE,Blokkade VU dagen voor MSc Physics,Blokkeringsboeking,0,1/7/16,8/7/16,15/7/16,22/7/16,29/7/16,40
